genres,popularity,vote_average,spoken_languages
"Crime, Thriller",4.525671,5.4,English
"Horror, Science Fiction",2.274115,5.0,English
"Action, Thriller, Mystery, Foreign",0.755399,5.8,Español
"Drama, History",0.0339,4.5,English
"Comedy, Drama",3.931936,6.2,English
Documentary,0.76495,6.7,
Comedy,0.005905,0.0,English
Drama,0.714819,6.5,English
Documentary,1.486697,7.2,English
"Comedy, Drama",3.216563,6.9,Italiano
"Drama, History",0.061085,0.0,English
"Documentary, Foreign",0.107892,8.3,"Español, English, Français"
Drama,0.415934,7.7,Français
Documentary,0.789978,4.0,English
"Action, Western",0.414768,3.8,
"Action, Adventure",0.648964,6.1,
"Action, Fantasy, Foreign",0.276669,4.3,
"Drama, Action, Thriller, Romance",0.322091,5.0,English
"Drama, Comedy",5.229646,6.1,English
Drama,5.46567,4.4,English
"Thriller, Crime",5.538648,5.4,English
"Drama, Crime, Foreign",0.231304,4.3,English
"Adventure, Action",0.506837,3.3,English
Drama,10.396878,4.9,English
"Documentary, Comedy",1.135016,6.2,English
"Horror, Thriller",0.918733,6.1,Español
Drama,0.469587,6.5,"English, Deutsch"
"Thriller, Action, Comedy",1.245443,6.4,广州话 / 廣州話
"Drama, Comedy",5.236985,5.7,English
"Drama, Thriller",0.002001,6.8,English
"Thriller, Mystery",5.829328,5.0,"English, Français"
Mystery,0.471426,0.0,English
"Thriller, Foreign",0.550019,4.7,English
"Drama, Romance",17.598936,7.3,English
"Drama, Mystery, Thriller",0.954211,3.8,English
Documentary,0.103347,7.3,"English, Deutsch"
"Drama, Comedy",0.013026,7.3,"Français, 日本語, Wolof"
Documentary,0.006045,0.0,English
"Foreign, Horror, Action",0.19886,5.7,Bahasa indonesia
"Romance, Drama, Crime",0.602935,5.8,Français
"Drama, Thriller, Mystery",1.093081,5.4,English
"Documentary, Drama",0.00911,0.0,English
"Horror, Comedy, Romance",0.879848,6.1,English
Horror,1.027139,8.4,日本語
Comedy,1.355089,5.0,日本語
Drama,0.541358,5.7,English
Comedy,0.011189,0.0,English
Thriller,0.524742,2.5,"English, Français"
"Drama, Comedy, Thriller, Mystery, Romance",1.302359,5.2,English
"Action, Adventure, Animation, Fantasy",1.227391,5.8,日本語
"Music, Documentary",4.529236,6.3,English
Comedy,0.393865,6.1,English
Drama,0.844469,7.1,Türkçe
Documentary,0.353671,7.8,"Français, Deutsch"
"Drama, Thriller",0.338909,7.5,English
Documentary,0.116412,8.0,
"Western, Action, Drama",1.087671,3.7,"English, Deutsch"
"Horror, Fantasy, Thriller",0.047401,6.0,Español
"Crime, Drama",0.767608,5.0,English
Comedy,4.542654,5.9,"Český, Français"
Comedy,4.181466,4.8,English
"Family, Adventure",0.36934,9.5,Nederlands
"War, Documentary",0.172495,5.0,"English, 日本語"
Drama,0.000844,7.5,", English"
Comedy,7.793433,5.6,English
"Drama, Comedy",0.11859,0.0,
Drama,0.227045,3.5,English
Comedy,0.116648,4.5,English
"Thriller, Horror, Romance",11.397245,4.9,"English, Deutsch"
Documentary,13.922815,7.1,English
"Documentary, Fantasy",0.31215,6.7,English
"Comedy, Documentary, Drama",1.005463,6.6,"English, Español"
Thriller,0.101767,3.5,English
"Drama, Comedy, Family",1.479568,7.6,", English, ქართული, Pусский"
Documentary,1.70827,5.6,English
Thriller,0.271583,5.8,Polski
"Drama, Comedy",3.239562,6.7,"Français, Italiano"
War,3.924855,5.4,"English, Deutsch"
Comedy,0.380349,7.0,English
"Comedy, Science Fiction",4.700685,7.8,Pусский
Drama,0.268524,4.9,Español
"Crime, Thriller",0.468012,4.2,हिन्दी
Horror,2.32335,5.6,Français
"Drama, Thriller, Crime",6.069475,5.6,"English, ภาษาไทย"
"Documentary, Foreign",0.234954,7.7,"Català, English, Español"
"Animation, Adventure, Family, Fantasy",11.913405,6.4,English
Documentary,0.000844,7.3,
Documentary,0.43462,9.0,普通话
"Mystery, Crime, Drama",0.637378,4.0,"Dansk, Français"
Comedy,1.817301,6.5,English
Documentary,0.117955,6.2,English
"Drama, Mystery",9.166555,7.1,Français
Science Fiction,0.197684,5.2,English
"Drama, Action, Comedy",1.585713,6.3,English
Comedy,0.869438,5.9,
Drama,0.069994,5.0,English
"TV Movie, Drama, Romance",0.877446,3.8,English
"Comedy, Science Fiction",0.30079,4.0,English
"Drama, Romance",1.458231,5.5,English
Drama,12.507625,7.7,"Nederlands, English"
"Fantasy, Animation, Comedy, Family",0.456974,6.5,日本語
Drama,0.418925,6.0,日本語
"Comedy, Drama",8.471415,7.3,English
"Horror, Thriller",9.981121,5.1,English
"Action, Adventure, Drama, Thriller, War",1.261092,5.6,English
"Comedy, Drama, Family",0.993068,6.2,Deutsch
Thriller,0.27304,3.9,English
"Drama, Romance",7.339451,6.6,English
Documentary,0.078006,5.5,Italiano
Documentary,0.7984,9.5,English
"Comedy, Drama",2.037221,6.7,"Deutsch, Srpski"
Horror,1.349654,4.3,English
"Mystery, Thriller",0.115112,6.0,
Comedy,0.015298,0.0,English
Drama,0.044963,0.0,English
Science Fiction,1.396593,4.8,English
"Drama, Family, TV Movie",0.731987,5.8,English
Documentary,2.017343,5.3,English
"Horror, Thriller",8.367858,5.3,"English, Español"
"Crime, Drama",7.089137,6.6,English
Documentary,0.867073,6.8,suomi
Documentary,0.085108,6.5,suomi
Documentary,1.459804,5.4,English
Drama,0.330594,7.3,English
Drama,0.327436,7.1,Italiano
Drama,0.678927,5.3,"English, Español"
Documentary,0.570293,7.5,English
"Science Fiction, Action, Adventure",10.747642,5.0,English
Horror,0.078806,7.0,English
Drama,1.013356,5.5,
"Comedy, Drama",1.283474,5.0,English
"Documentary, Foreign",0.466088,5.0,English
"Thriller, Horror",0.700924,4.4,English
Comedy,0.857619,5.4,
Drama,6.383512,6.0,English
Crime,0.168055,1.0,English
Documentary,0.719373,5.1,English
"Documentary, Drama",1.127808,6.2,"English, 日本語"
Documentary,0.30516,6.6,
Horror,6.708802,4.9,English
"Drama, Thriller, Action",7.089715,5.8,English
"Action, Thriller",10.04115,5.0,English
"Action, Drama, War",5.3584,6.4,"Français, English"
"Comedy, Horror",0.582453,6.3,English
"Drama, Action, Thriller, War",2.990369,5.5,"English, Norsk"
Documentary,0.124581,6.7,English
"Comedy, Romance",2.166081,5.6,English
"Comedy, Romance",9.702695,6.7,English
Comedy,0.362895,6.8,English
"Comedy, Romance",0.509197,6.1,English
"Action, War",0.984142,5.0,"English, Español"
Drama,0.347836,7.5,Français
"Horror, Action",0.512034,6.0,广州话 / 廣州話
"Drama, Comedy",0.126566,6.0,"shqip, Italiano, Srpski"
Comedy,0.52137,5.7,English
Drama,12.015917,6.3,English
Drama,0.076219,5.0,"Bahasa indonesia, "
"Thriller, Horror, Comedy",5.411012,5.5,English
Drama,0.011353,5.7,
"Family, Drama",0.901429,6.5,English
"Horror, Drama, Thriller",5.532455,6.1,"English, Italiano"
"Comedy, Drama",10.342737,7.1,English
Drama,7.025918,5.5,English
Drama,0.111595,7.5,"Pусский, עִבְרִית, , Kiswahili"
Documentary,0.041972,9.0,
"Crime, Drama, Mystery",0.567585,7.1,English
Horror,8.568944,5.0,"English, Español"
Comedy,3.130494,6.7,Français
"Thriller, Mystery",5.513308,7.5,Español
"Drama, Romance",2.533384,7.5,Português
Comedy,5.455903,7.1,English
Drama,10.559109,6.6,English
Drama,1.806222,5.7,Français
Comedy,0.339995,5.6,
Comedy,0.396449,5.4,
"Comedy, Drama",6.25805,7.0,English
"Drama, Comedy, Romance, Foreign",1.294741,7.5,
Romance,0.33515,8.0,
Comedy,6.651605,5.7,"English, Español, Latin"
Drama,8.549448,6.9,English
Drama,5.329701,7.1,"Deutsch, English, Français, עִבְרִית, Latin"
Drama,0.654032,6.6,Español
Documentary,0.166566,8.0,English
"History, Adventure",1.282949,7.0,Italiano
"Thriller, Horror",0.476993,5.8,English
"Documentary, Music",0.420825,5.3,English
Thriller,6.231928,6.6,"English, اردو"
"Comedy, Fantasy, Horror",9.603327,4.9,English
"Drama, Foreign",0.612802,5.8,"English, Français"
Horror,1.014505,6.3,English
"Documentary, Music",8.283621,7.4,English
"Comedy, Drama",0.009192,10.0,
"Action, Comedy",1.522173,5.1,English
Documentary,0.006025,0.0,English
Horror,0.523995,7.2,
Thriller,1.252001,7.0,English
"Drama, Crime",7.913029,5.3,English
"Drama, Foreign",0.168087,5.1,Español
Documentary,0.008236,0.0,Português
"History, Action, Adventure",5.093586,4.4,English
"Comedy, Romance",0.125429,5.7,English
"Comedy, Drama",0.564126,6.4,English
Documentary,0.732773,7.0,English
Comedy,4.372036,5.8,Deutsch
"Documentary, Foreign",0.164233,8.0,Français
"Romance, Drama",0.013577,8.0,Português
Drama,2.87607,5.0,বাংলা
Drama,4.1e-05,0.0,
"Horror, Romance",0.52976,4.3,
"Adventure, Animation",1.919196,6.2,日本語
Drama,3.928695,6.5,"English, Français, Español"
"Drama, Foreign",1.350744,6.1,Español
Documentary,1.673307,6.9,English
"Comedy, Romance",0.618902,4.3,English
Horror,8.804658,5.9,English
"Comedy, Romance",6.431209,5.3,English
"Action, Thriller",3.206962,5.5,English
"Drama, Romance, Crime, Mystery",8.995603,7.7,English
"Comedy, Drama",1.83717,5.6,English
Comedy,0.816407,5.0,English
Drama,0.350902,6.0,"Español, English"
"Comedy, Romance",1.621741,3.9,English
"Science Fiction, Action, Drama, Thriller",15.232738,6.4,English
"Documentary, Drama, War, Crime, Mystery",6.413287,7.1,"English, پښتو, Somali, العربية"
"Romance, Comedy",0.560975,5.0,English
Drama,7.536984,6.3,English
Music,0.002001,7.3,English
"Horror, Thriller",1.239,6.7,English
Documentary,8.469808,6.2,English
Drama,8.535611,7.4,English
Fantasy,1.31226,3.3,"English, Português"
Comedy,1.559884,6.1,"Deutsch, Français, Polski, English"
Documentary,0.296815,6.4,English
"Drama, Comedy, Thriller",1.087084,6.8,English
"Drama, Crime",0.041885,0.0,English
Drama,0.217022,7.8,Deutsch
"Horror, Thriller",9.912269,5.8,English
"Drama, TV Movie",1.267272,4.1,English
"Science Fiction, Thriller",6.964263,6.2,"English, 普通话, Pусский"
Comedy,0.567912,5.0,svenska
"Mystery, Thriller",7.090029,6.6,English
Drama,0.36048,4.0,Română
"Comedy, TV Movie",1.047845,7.2,English
"Comedy, Fantasy",0.103888,7.0,English
"Mystery, Thriller, Horror",0.510668,6.5,Español
Documentary,0.155071,7.7,
"Music, Drama, Foreign",0.992885,5.6,Deutsch
"Action, Drama, Thriller",9.920223,6.3,English
"Comedy, Action, Science Fiction",9.830382,6.7,English
Comedy,0.941501,2.7,English
"Fantasy, Drama, Science Fiction",1.8e-05,0.0,
Drama,1.678013,5.3,"English, 日本語, 普通话"
"Action, Thriller",8.801032,5.9,English
Romance,0.343246,4.9,svenska
"Horror, Thriller, Crime",0.101706,4.0,"Italiano, English"
"Action, Comedy, Crime",12.706403,6.5,"English, Español, български език"
"War, Comedy",0.424395,4.9,"English, Español"
Thriller,0.719257,3.3,English
"Action, Adventure, Western",12.729104,5.9,English
"Comedy, Romance",4.143244,6.2,"English, Français"
Documentary,0.347137,7.7,Pусский
"Comedy, Romance",0.151177,7.3,"English, Español"
"Action, Drama, Thriller",6.930899,4.4,"English, Français"
Horror,2.993009,5.8,English
Drama,0.498719,6.3,svenska
"Drama, Comedy, Romance, Foreign",0.859549,6.0,"日本語, 广州话 / 廣州話, English"
"Action, Comedy, Romance",2.476312,3.1,English
Drama,0.32164,6.0,
"Drama, TV Movie, Comedy",0.328617,6.6,Français
"Comedy, Drama",0.746099,3.7,English
"Drama, Romance, Thriller, Western, Action",4.806092,5.4,English
"Action, Crime",3.863016,6.7,"한국어/조선말, 广州话 / 廣州話, English, 普通话, 日本語"
Documentary,2.945649,7.5,English
"Horror, Foreign",1.096971,6.4,한국어/조선말
"Thriller, Drama, Crime, Mystery",10.260026,5.1,"English, Deutsch"
"Music, Documentary",0.870165,7.1,"English, Deutsch, Pусский"
Documentary,1.084614,8.0,English
"Thriller, Drama",3.908079,6.3,svenska
Documentary,0.129789,5.8,English
Documentary,2.977883,6.8,English
"Drama, Mystery, Thriller",1.485183,5.5,"English, Deutsch"
Science Fiction,5.270343,4.5,English
Documentary,0.223415,6.2,English
Thriller,0.328289,5.8,
"Comedy, Romance",1.005983,3.4,English
"Action, Comedy, Crime, Romance",5.743909,5.0,English
"Western, Adventure, Romance",0.79082,7.0,English
"Action, Western",0.011725,0.0,English
"Action, Thriller",1.280278,5.4,English
Documentary,3.292247,7.2,English
Comedy,2.016527,5.1,Español
"Action, Adventure, Drama, History",4.404908,6.8,日本語
"Action, Adventure, Western",3.108433,5.3,English
"Comedy, Romance",1.50953,6.9,Pусский
"Music, Comedy",0.160727,5.3,English
"Comedy, Drama, Romance",8.098964,6.8,English
"Comedy, Drama",11.26248,5.7,English
"Drama, Comedy, Romance",5.499664,5.2,English
Documentary,0.041734,4.0,
"Horror, Thriller",5.003941,4.8,English
"Drama, Comedy",7.038718,7.2,"Français, Deutsch"
"Crime, Drama",0.007879,0.0,日本語
"Thriller, Drama",5.945296,6.7,"Dansk, English, 日本語, Somali, svenska"
Documentary,0.742895,6.8,English
Documentary,0.153191,7.4,English
Comedy,0.273974,2.0,English
"Drama, Western",0.845067,5.3,English
Documentary,2.82234,6.6,English
"Horror, Thriller, Drama",5.305049,5.3,English
"Music, Fantasy, Romance",0.01265,0.0,English
"Drama, History",2.242009,6.4,Pусский
"Drama, History",0.10575,5.0,Pусский
Drama,0.48737,4.0,
Documentary,0.165904,5.8,
Comedy,0.429412,5.9,English
"Drama, Comedy",6.715938,7.3,English
"Comedy, Drama",5.196912,6.3,English
Documentary,0.517199,5.5,English
"Action, Crime, Drama",0.208333,4.0,English
"Horror, Action, Thriller, Science Fiction",10.28123,5.8,English
Drama,13.305596,7.3,English
"Drama, Comedy",0.001586,5.0,Latviešu
"Romance, Drama",0.348978,7.0,Latviešu
Documentary,0.228266,9.0,English
Documentary,0.062185,0.0,English
Western,0.392813,6.3,"Español, English"
"History, Action, Drama",4.342418,7.3,हिन्दी
"Action, Thriller",1.462374,6.4,हिन्दी
"Horror, Science Fiction",1.292125,5.1,English
"Horror, Science Fiction",1.141545,6.6,
Comedy,0.414715,4.7,English
"Fantasy, Action, Comedy, Crime",9.369679,5.4,English
Drama,3.723562,5.4,English
"Drama, History",3.412706,7.0,"English, Deutsch"
"Drama, Mystery",0.33135,0.0,English
"Action, Drama",1.54105,6.0,广州话 / 廣州話
"Action, Comedy",6.637114,5.6,English
"Action, Thriller",13.382027,5.3,English
"Comedy, Foreign",0.966606,3.3,हिन्दी
"Documentary, Science Fiction",0.020993,0.0,Dansk
"Horror, Mystery, Science Fiction",1.17773,5.9,English
"Drama, History, Thriller",13.567726,6.3,English
"Drama, Mystery",0.554708,4.8,English
"Drama, Science Fiction",3.760776,5.4,English
"Action, Science Fiction, Horror",9.726664,5.2,English
"Action, Drama, Family",7.72479,5.4,English
Drama,0.187181,0.0,English
"Drama, Thriller",5.471865,6.2,English
"Adventure, Fantasy",1.018994,5.1,English
"Drama, Family, Foreign",0.478812,6.2,فارسی
"Comedy, Western",1.504398,3.3,English
Documentary,1.479249,5.9,English
"Fantasy, Animation",2.255852,5.2,English
"Drama, War",0.461157,3.9,"Deutsch, Français"
Documentary,0.212655,8.4,English
"Animation, Family",8.979753,6.1,English
Western,1.60834,6.1,English
Thriller,1.590978,3.8,English
Science Fiction,0.061257,4.0,English
"Action, Comedy",6.91842,5.6,English
"Drama, Romance",0.632929,5.3,
"Documentary, Family",0.077778,6.0,
"Adventure, Drama, Western",4.77299,5.5,"English, Français, Deutsch"
Documentary,0.071988,6.5,English
Documentary,1.980374,7.5,"English, Deutsch, Español"
"Drama, Foreign",1.31979,6.7,Português
Documentary,2.212038,8.0,English
"Romance, Drama",7.745083,6.0,English
Drama,1.188532,4.9,Bokmål
"Comedy, Horror",4.899401,4.9,English
"Action, Crime",1.972494,6.0,English
"Drama, Horror",3.530559,6.1,English
Comedy,3.024814,6.7,English
Thriller,10.803734,5.0,English
Drama,0.166991,6.3,"Pусский, "
Comedy,0.350449,5.0,
Drama,0.365192,2.5,"Français, العربية, English"
"Comedy, Drama, Fantasy, Romance, Science Fiction",0.320755,6.8,English
Drama,1.2644,6.3,English
"Drama, Thriller, Foreign",0.716033,7.3,Český
Drama,0.169469,7.5,Lietuvikai
Drama,0.19364,6.0,Lietuvikai
Documentary,0.093564,8.0,
Thriller,5.323934,7.2,한국어/조선말
"Comedy, Music, Romance",0.670175,6.0,English
Documentary,0.076597,7.5,
Comedy,0.492842,3.4,Français
"Comedy, Drama",6.206395,4.7,English
"Mystery, Romance, Thriller",6.976215,6.4,English
"Horror, Science Fiction, Adventure",1.516298,3.0,Deutsch
Documentary,0.180931,7.6,English
"Action, Adventure, Drama, History, War",1.315237,7.1,Türkçe
"Documentary, War",0.075397,4.8,
"Documentary, Music",0.011213,0.0,English
Western,0.255555,3.3,"English, Français"
"Action, Comedy, Crime",13.336512,6.6,"Español, English"
Documentary,0.11618,6.0,English
"Crime, Drama, Family",0.390674,6.6,Português
Drama,2.659592,6.8,Français
Comedy,0.420003,5.0,
"Comedy, Drama",1.256126,2.5,English
Documentary,0.990359,6.6,English
Comedy,1.789133,6.1,普通话
"Science Fiction, Adventure, Thriller",5.961623,5.6,"Español, Català"
Documentary,0.420779,6.6,English
Documentary,0.051061,7.0,English
"Drama, Romance",1.629119,5.3,English
"Comedy, Drama",12.61244,7.0,English
"Action, Horror",5.451583,5.7,English
"Comedy, Drama",8.176134,7.3,"Italiano, 日本語, Español, 普通话"
"Drama, Comedy, Thriller, Crime, Foreign",0.651499,6.0,"Français, Deutsch"
"Comedy, Horror, Action",0.91251,5.2,"Deutsch, Español, English"
"Romance, Documentary, Comedy",0.423216,7.5,
"Thriller, Drama",4.281631,4.1,English
"Drama, TV Movie",0.86635,7.2,English
"Family, Science Fiction",0.000578,6.0,English
"Comedy, Family, Romance",0.144944,5.5,English
"Action, Comedy",2.666812,6.7,Italiano
"Action, Comedy, Drama",3.366866,6.3,"English, Italiano"
Action,0.605245,7.0,Türkçe
"Action, Comedy, Horror",1.393393,4.1,"English, Français"
"Comedy, Drama",0.014357,0.0,English
Crime,2.393434,6.5,English
Documentary,4.836391,6.2,English
"Horror, Thriller",7.244622,3.8,"English, Italiano"
"Horror, Science Fiction",0.773352,4.8,English
"Comedy, Drama, Romance",0.121323,3.0,English
"Action, Comedy, Family, Mystery",1.602574,5.7,English
"Action, Romance, Western",0.154625,5.0,English
"Documentary, Drama",0.053443,5.0,English
Documentary,0.120931,6.5,"English, suomi"
Comedy,3.460311,7.7,English
Drama,3.662748,7.0,Français
Comedy,10.130541,6.5,English
Comedy,2.826746,6.3,English
"Horror, Fantasy",1.57184,6.3,Français
Drama,2.0275,6.1,"العربية, עִבְרִית"
"Horror, Drama, Thriller",0.238675,3.6,
"Documentary, Family, Drama",0.259069,8.5,English
"Drama, Romance",0.367499,6.8,Español
"Action, Drama",11.829231,5.8,"广州话 / 廣州話, English, 普通话"
"Adventure, Fantasy, Horror",0.823628,5.8,English
"Horror, Science Fiction",0.975971,4.6,English
"Comedy, Drama",6.57698,6.0,English
"Horror, Science Fiction",0.327657,6.1,English
"Action, Adventure, Animation, Science Fiction",7.226834,6.3,English
"Crime, Horror, Science Fiction, Thriller",3.210566,5.3,English
Documentary,0.466299,7.4,English
Comedy,0.853913,10.0,"English, Español"
"Drama, Horror, Thriller",3.446584,6.0,English
Documentary,0.482542,6.1,English
"Comedy, Romance",0.527275,4.6,English
"Action, Drama, Crime",4.330183,6.5,普通话
"Comedy, Horror, Mystery, Thriller",1.079371,6.8,English
"TV Movie, Drama",1.460826,10.0,English
Documentary,0.286949,4.8,English
"Comedy, Family",0.009057,0.0,English
